word,weight,number_of_words
doktrin,3,1
sibuk,4,1
efektif,5,1
gani,4,1
hulubalang,3,1
arif,4,1
buyung,4,1
lingkungan,3,1
keluaran,3,1
meragam,4,1
pembimbing,3,1
kisas,3,1
menyerupai,4,1
bumbung,3,1
nomine,5,1
bujang,4,1
memahami,3,1
khuluk,3,1
konklusi,3,1
suapan,4,1
berperingkat,4,1
panglima,3,1
tenggang rasa,5,2
berjunjungan,4,1
legawa,4,1
mengeja,3,1
sambungan tangan,4,2
jalan tengah,3,2
natur,3,1
ajojing,3,1
berwibawa,3,1
mengucapkan,3,1
tunggak,3,1
berdagang,3,1
pukal,3,1
bersaji,4,1
orientasi,3,1
daulat,4,1
ilmu,4,1
kontan,3,1
sing,5,1
berlanglang,4,1
berlagu,4,1
merger,3,1
alih generasi,4,2
permulaan,3,1
kemegahan,4,1
pesam,4,1
kucur,4,1
api,4,1
caplok,3,1
gangsar,4,1
zakiah,4,1
dakwa,3,1
kelajuan,4,1
kompetensi,3,1
adiluhung,3,1
konseptual,3,1
sentosa,5,1
bakti,4,1
sebukan,3,1
meraun,4,1
merencanakan,3,1
musara,3,1
sandaran,3,1
meriwayatkan,3,1
gempa bumi,4,2
banjir,4,1
bertenggang,3,1
melilit,3,1
jajak,3,1
mencerna,3,1
testimoni,3,1
kedoyanan,3,1
salat,5,1
bareng,3,1
berotak tajam,4,2
berlarasan,3,1
pencatatan,3,1
melontarkan,3,1
mengabaikan,4,1
berdarah,4,1
manusia,3,1
terpegah,5,1
panil,4,1
berpedoman,4,1
kiat,3,1
kias,4,1
berpunya,4,1
giliran,3,1
administrator,3,1
makna,5,1
embel-embel,5,1
berperang,3,1
kedai susu,4,2
kenyang,3,1
heban,4,1
daya pikir,3,2
mutakhir,4,1
interes,4,1
kasihan,4,1
melintangi,3,1
buaian,3,1
ketenteraman,4,1
organisasi,3,1
imitasi,3,1
bertelinga merah,4,2
mengentengkan,4,1
mengutarakan,3,1
iktifak,4,1
berdaya,3,1
puja,4,1
menyanjung,4,1
emong,3,1
superior,4,1
takar,3,1
muktabar,3,1
babaran,3,1
pemair,3,1
berakibat,3,1
gudi,4,1
prakiraan,3,1
terbaru,4,1
meniru,4,1
gempa,4,1
berkekuatan,5,1
jangka,3,1
bahadur,5,1
bayangkara,3,1
lajnah,3,1
pakat,4,1
simpanan,3,1
meronda,4,1
persembahan,4,1
santunan,3,1
mengecat,4,1
terkilan,3,1
eksemplar,3,1
perserupaan,4,1
artifisial,3,1
mati,4,1
unda,3,1
model,3,1
vak,3,1
eco,5,1
pembaruan,4,1
tenang,5,1
teoretis,3,1
reaksioner,3,1
santun,4,1
ornamen,5,1
belagu,4,1
pengalasan,3,1
menelusuri,3,1
buatan,3,1
kenamaan,5,1
dukungan,4,1
berpegang,4,1
pertemuan,3,1
adika,5,1
kadang-kadang,3,1
final,3,1
mengumumkan,3,1
insinye,4,1
terbayang,3,1
tata tertib,3,2
terjajah,3,1
bertenaga,5,1
ruji,3,1
ketertiban,3,1
terurus,4,1
pinisepuh,3,1
bukan main,4,2
lembik,5,1
seloroh,3,1
dobrak,3,1
bidasan,3,1
tertib,4,1
batasan,3,1
menimba,4,1
idam,3,1
tabe,3,1
melecehkan,4,1
lila,4,1
sering,3,1
terbit selera,3,2
meloloskan,3,1
dadak,3,1
jenang,4,1
serbasama,3,1
paduka Tuan,4,2
ceria,4,1
kemudi,3,1
absurd,3,1
labuhan,3,1
transaksi,4,1
gobek,3,1
menyusahkan,4,1
ikutan,4,1
terbayan,3,1
saruk,4,1
kemudahan,3,1
dingin,4,1
varia,3,1
itifak,4,1
ketibaan,3,1
merawikan,3,1
berpaut,3,1
tiruan,3,1
sebab,3,1
membimbit,3,1
percuma,4,1
gemar,5,1
sput,4,1
merakit,3,1
bertanduk,3,1
anjung,4,1
membubuhkan,4,1
jasa,4,1
jidur,3,1
berpelajaran,4,1
penerang,4,1
menyanyikan,3,1
impian,3,1
perantaraan,4,1
prasetia,3,1
teratas,3,1
berseluk,3,1
simpuh,3,1
belok,3,1
mengambil ibarat,4,2
hiruk-pikuk,4,1
memartil,3,1
pukauan,4,1
konsolidasi,3,1
sehat,4,1
kelar,3,1
kes,3,1
mengoles,4,1
berkandung,5,1
berimbas,3,1
memang,4,1
luluh,5,1
konstruktif,3,1
rama,3,1
girik,3,1
elektromotif,3,1
mencemaskan,4,1
berkepercayaan,4,1
tegang,4,1
panitia,3,1
bertepat guna,4,2
melahirkan,3,1
perusahaan,3,1
afair,3,1
budiman,4,1
gemirang,4,1
mustahil,3,1
sesambat,5,1
enteng,4,1
mengimbasi,3,1
tiang pancang,3,2
otentik,3,1
menangkap,3,1
tersohor,5,1
bawaan,3,1
porsi,4,1
ambilan,3,1
dengar pendapat,3,2
tajali,3,1
anggar,3,1
perembukan,4,1
harmonisasi,3,1
jiawang,5,1
bedah,3,1
memerikan,3,1
maut,4,1
objektif,4,1
berlevel,4,1
agam,5,1
mapan,3,1
emosi,3,1
memuai,3,1
hasil,3,1
muhibah,4,1
bangga,3,1
sepada,3,1
kikir,4,1
bantalan,3,1
menggambari,3,1
cedok,3,1
daya cipta,4,2
benak kepala,3,2
pemuja,3,1
mandraguna,4,1
ukur,3,1
sadu,3,1
prigel,4,1
perkolasi,3,1
jarak,3,1
menceritakan,3,1
muwafakat,3,1
tambahan,5,1
inventif,4,1
bersulur,3,1
abah,3,1
berkinte,3,1
kedodoran,3,1
berpola,4,1
kelelawar,3,1
kicu,3,1
hantu,3,1
nilai,5,1
mengakap,4,1
berbusana,4,1
otak,3,1
pengertian,3,1
ada,4,1
tabah hati,5,2
eksplorasi,4,1
ingat-ingat,4,1
realistis,4,1
girik-girik,3,1
masa kini,3,2
mendaifkan,4,1
utas,4,1
bersesuaian,3,1
bertuntun,3,1
candu,3,1
terkapah-kapah,3,1
pagon,3,1
kuala,4,1
pelarasan,3,1
aktual,4,1
serta-merta,3,1
pengapit,4,1
terbelenggu,3,1
bajik,4,1
derajat,5,1
petes,4,1
ganjil,4,1
berkeras hati,4,2
kepesatan,4,1
gerak-gerik,4,1
esa,3,1
renovasi,4,1
cendera mata,4,2
tikar,3,1
usai,3,1
kanjeng sultan,4,2
ribut,4,1
budak,4,1
berpulas,3,1
konformitas,4,1
membingkis,4,1
terkenal,5,1
abadi,4,1
darah,4,1
merah,4,1
asri,4,1
takzim,3,1
potensi,3,1
proyeksi,3,1
persekongkolan,4,1
stamina,3,1
maksud,3,1
idiosinkratis,4,1
mujarab,4,1
keahlian,3,1
tamat,3,1
berdisiplin,4,1
memaklumi,3,1
penghargaan,4,1
pangkat,5,1
semak-semak,3,1
pusat,3,1
seia,3,1
lepek,3,1
dedengkot,3,1
mengiler,3,1
konco,4,1
lelah,4,1
bergengsi,4,1
perbentrokan,5,1
bijih,3,1
campur,5,1
berkeinginan,3,1
paheman,4,1
terikat,3,1
rias,3,1
cindur mata,4,2
lapisan,3,1
paramarta,4,1
riah,3,1
watak,3,1
tokok,3,1
melantik,3,1
yamtuan,4,1
gapah,5,1
religiositas,3,1
melarikan,3,1
vakansi,3,1
spesial,4,1
asrama,3,1
orisinal,3,1
putus tali gantung,-2,3
gelebah,-2,1
gobar hati,-2,2
isak,-5,1
larat hati,-3,2
nelangsa,-3,1
remuk redam,-5,2
tidak segan,-2,2
gemar,-1,1
tak segan,-1,2
sesal,-4,1
pengen,-2,1
penghayatan,-2,1
absorpsi,-1,1
linu,-4,1
salah benang,-1,2
sakit,-5,1
lara,-5,1
zuhud,-1,1
mencederai,-4,1
mengingkari,-4,1
maaf,-3,1
mengkhianat,-4,1
mencelakai,-5,1
mulu,-1,1
ngga,-2,1
borong,-1,1
lever,-2,1
kasian,-3,1
gamau,-4,1
doang,-1,1
pulas,-1,1
abis,-2,1
coba,-1,1
kangen,-3,1
kalau,-1,1
maunya,-1,1
seandainya,-1,1
marilah,-1,1
bener,-1,1
yaudah,-4,1
nggak,-3,1
gatau,-1,1
apaan,-4,1
ngakak,-2,1
atuh,-1,1
sekali,-1,1
menarik hati,-1,2
cedayam,-2,1
kece,-3,1
termakan,-1,1
belom,-1,1
malem,-1,1
mencekau,-2,1
menduga,-1,1
menyuarakan,-1,1
memprediksi,-1,1
membunyikan,-1,1
menerka,-1,1
menaksir,-1,1
mengantisipasi,-1,1
nangis,-5,1
rompok,-2,1
soalnya,-1,1
griya,-1,1
gubuk,-2,1
anjir,-3,1
putus jiwa,-5,2
berlalu dr dunia,-5,3
putus nyawa,-5,2
menarik napas penghabisan,-5,3
membuang nyawa,-5,2
hilang hayat,-4,2
putus napas,-4,2
kojor,-3,1
berputih tulang,-2,2
buntu,-3,1
berkalang tanah,-2,2
koit,-5,1
putus usia,-3,2
buntet,-2,1
tamat riwayatnya,-3,2
menamatkan riwayatnya,-3,2
hilang nyawa,-5,2
males,-4,1
asih,-1,1
kasih sayang,-1,2
kekaguman,-1,1
dendam berahi,-4,2
rindu,-3,1
afeksi,-2,1
cinta kasih,-1,2
renjana,-2,1
pagina,-2,1
tresna,-1,1
filantropi,-1,1
cintrong,-1,1
cetusan,-1,1
katanya,-1,1
rintisan,-2,1
kronologi,-1,1
jalan buntu,-4,2
rintis,-2,1
jalan bebas hambatan,-1,3
purwa,-2,1
lanjut umur,-3,2
bangkot,-4,1
sepuh,-3,1
lanjut usia,-3,2
lepra,-5,1
bau tanah,-4,2
berumur,-2,1
purba,-3,1
jomblo,-3,1
gacoan,-2,1
tambatan hati,-2,2
sir-siran,-2,1
malam,-1,1
tayib,-1,1
tayibah,-1,1
necis,-1,1
estetis,-1,1
baper,-4,1
perfek,-1,1
tolong,-2,1
sayid,-1,1
radang,-4,1
didih,-4,1
ngantuk,-2,1
sirap hati,-2,2
rampang,-2,1
kecil hati,-4,2
bertelinga merah,-3,2
tersirap hatinya,-2,2
merah telinga,-3,2
mencak-mencak,-5,1
gaada,-3,1
manjur,-1,1
mujarab,-1,1
beber,-2,1
singkap,-3,1
penangkis,-3,1
mending,-3,1
akibat,-3,1
satir,-2,1
nyanyian,-2,1
menyibuk,-2,1
gara,-4,1
dikit,-4,1
ilang,-5,1
kepeng,-2,1
bodo,-5,1
air,-1,1
suri,-1,1
ihh,-5,1
asasi,-3,1
menenes,-2,1
tumpuan,-3,1
fondasi,-3,1
beliin,-1,1
sekam,-3,1
maafin,-3,1
memahirkan,-1,1
menggalakkan memanas-manasi,-3,2
ngambek,-5,1
ampun,-3,1
terbalik akal,-4,2
tidak masuk akal,-4,3
gangguan jiwa,-4,2
majenun,-2,1
gelo,-2,1
gila-gila,-4,1
kalap,-3,1
sedeng,-2,1
berubah akal,-2,2
serem,-5,1
terlalu,-3,1
sakit jiwa,-4,2
gendeng,-2,1
berubah ingatan,-3,2
sinting,-5,1
gila,-4,1
sakit ingatan,-4,2
sesat akal,-2,2
duh,-4,1
emg,-1,1
hujan,-2,1
aduh,-3,1
cerita khayal,-2,2
typo,-2,1
langkah baik,-1,2
isapan jempol,-3,2
engah,-4,1
mafhum,-1,1
fiksi,-2,1
omong kosong,-4,2
bales,-3,1
profit,-1,1
waris,-2,1
selisih,-4,1
senjang,-4,1
bareng,-3,1
ekstasi,-3,1
laper,-3,1
hendaknya,-1,1
membandel,-5,1
ngaku,-3,1
kiranya,-1,1
telat,-5,1
kopong,-4,1
ngerti,-1,1
keduniaan,-2,1
nol,-3,1
nyari,-2,1
sorry,-4,1
peranakan,-3,1
bastar,-2,1
tega,-5,1
berdenyut,-3,1
kayaknya,-3,1
sibuk,-3,1
ringan tangan,-1,2
bergelora,-2,1
sampai rasa,-2,2
energik,-1,1
membara,-3,1
berkobar-kobar,-2,1
menyala,-2,1
mentolo,-2,1
sampai hati,-2,2
bersungguh-sungguh,-1,1
tren,-2,1
menyembur,-3,1
imbas,-4,1
aliran udara,-1,2
melesit,-1,1
rahayu,-2,1
kemungkinan,-1,1
menggusari,-3,1
mencurat,-1,1
memarahi,-5,1
topan,-3,1
tembis,-3,1
mendamprat,-4,1
suak,-2,1
bongsor,-2,1
bias,-2,1
rajaman,-4,1
rantus,-3,1
gentas,-2,1
nanya,-1,1
melelah,-3,1
bosen,-4,1
maksudnya,-1,1
bersusah hati,-5,2
berkabung,-5,1
receh,-4,1
bermuram durja,-5,2
pls,-3,1
berlara-lara,-4,1
opp,-1,1
seneng,-1,1
bersungkawa,-3,1
bersusah,-5,1
peluk,-3,1
tt,-2,1
menepis,-3,1
obsesi,-2,1
dekap,-2,1
gausah,-4,1
sengsara,-5,1
buru-buru,-3,1
kencang,-3,1
kilat,-2,1
begini,-1,1
akas,-2,1
mendahului,-1,1
mengadang,-3,1
suruh,-2,1
terampil,-3,1
pesat,-2,1
sebat,-3,1
sput,-2,1
filsafat,-3,1
dogma,-3,1
imut,-1,1
doktrin,-3,1
lapar,-5,1
dominan,-2,1
masif,-3,1
keliatan,-1,1
keras tulang,-2,2
tangguh,-2,1
keseser,-4,1
maksa,-5,1
bertanduk,-2,1
luput,-3,1
jaman,-2,1
menggeliat,-3,1
tumpas,-4,1
keok,-2,1
tercecer,-3,1
beterbangan,-3,1
berpengaruh,-2,1
lipur,-2,1
bedegap,-2,1
besar lengan,-2,2
gelibat,-2,1
suka cita,-1,2
pacaran,-3,1
bersemangat,-1,1
berbahagia,-1,1
berdesir,-2,1
tersuntuk,-4,1
adek,-1,1
block,-4,1
pening,-3,1
apanya,-3,1
kliyengan,-4,1
pusing,-4,1
jenguk,-2,1
akunya,-1,1
runyam,-5,1
luyu,-1,1
mikir,-3,1
elusif,-2,1
memihak,-3,1
boong,-4,1
tandang,-2,1
kesian,-3,1
sayu,-3,1
cenderung,-2,1
selit-belit,-3,1
preseden,-2,1
miss,-4,1
napa,-2,1
ikutan,-3,1
baik-baik,-1,1
kesel,-5,1
intensif,-4,1
closed,-3,1
maap,-3,1
maafkan,-3,1
kalem,-2,1
ndak,-3,1
rantaian,-3,1
pinter,-1,1
mesti,-3,1
diserang,-4,1
benak kepala,-3,2
otak,-3,1
daya pikir,-2,2
wajib,-2,1
dedengkot,-2,1
ketagihan,-3,1
bogem mentah,-5,2
gila-gilaan,-3,1
nanti,-2,1
coretan,-1,1
sebenernya,-1,1
halah,-5,1
alay,-4,1
gergaji,-1,1
kemasukan,-3,1
berbayar,-3,1
tukang,-2,1
memotong,-3,1
bayar,-3,1
curhat,-3,1
kesusupan,-2,1
pakar,-1,1
kawaei,-2,1
kebabaran,-2,1
berjatuhan,-3,1
runtuh,-5,1
terperenyak,-4,1
penggentaran,-4,1
tanya,-2,1
pailit,-5,1
tersingkir,-5,1
melorot,-4,1
menetes,-3,1
roboh,-5,1
tercebur,-5,1
membiak,-3,1
terjeblos,-4,1
menggelincir,-3,1
rebah,-3,1
nyesel,-5,1
biasin,-3,1
terjun,-3,1
perusuhan,-4,1
kedapatan,-2,1
tertangkap tangan,-4,2
terpelanting,-3,1
melubangi,-3,1
tercemplung,-4,1
jeblos,-4,1
diem,-3,1
tepergok,-5,1
kayanya,-2,1
terbanting,-3,1
tertangkap basah,-3,2
membabar,-1,1
terjerembab,-2,1
luruh,-2,1
tergelincir,-3,1
terbuang,-2,1
berhenti,-2,1
gogrok,-3,1
jelabak,-3,1
menyembul,-3,1
cape,-4,1
cuat,-3,1
unjuk,-3,1
menyongsong,-2,1
kesebalikan,-2,1
sekutu,-3,1
kekang,-4,1
mengelukan,-2,1
berasa,-2,1
temenan,-2,1
purnama,-3,1
ekstrem,-4,1
pendahuluan,-1,1
inklusif,-2,1
kebaca,-1,1
revolusioner,-1,1
asak,-3,1
lelang,-3,1
permulaan,-3,1
radikal,-4,1
berjejal,-3,1
begah,-2,1
telak,-3,1
telik,-2,1
hati-hati,-3,1
ingat-ingat,-3,1
jaga-jaga,-3,1
entah-berentah,-3,1
tajam mata,-1,2
kelih,-3,1
please,-3,1
tae,-4,1
awas,-3,1
si dia,-3,2
gaboleh,-4,1
denger,-3,1
disuruh,-2,1
waspada,-3,1
entah,-3,1
pelit,-5,1
kial,-4,1
nemu,-2,1
kroni,-3,1
bot,-2,1
cute,-1,1
rekan,-2,1
sepihak,-3,1
wacana,-3,1
tengok,-2,1
subang,-1,1
komplot,-4,1
giwang,-1,1
melendeh,-3,1
bersimpuh,-3,1
mengogah,-3,1
menggelesot,-3,1
menumpang tinggal,-4,2
kuliah,-2,1
bulan,-1,1
bersemayam,-3,1
menikah,-2,1
manja,-3,1
polos,-2,1
bercokol,-4,1
cokol,-4,1
sia,-5,1
esok,-2,1
maneh,-3,1
himpit,-4,1
tindas,-5,1
pilih,-2,1
ngasih,-2,1
kehebohan,-3,1
pilih-pilih,-3,1
bete,-5,1
payudara,-3,1
man,-1,1
tetek,-4,1
keonaran,-5,1
buah dada,-3,2
biarin,-3,1
kegemparan,-4,1
dempet,-3,1
sebel,-5,1
ucap,-2,1
bergas,-2,1
bergadang,-4,1
kawal,-2,1
berpengalaman,-1,1
sadar,-1,1
dukacarita,-4,1
apasih,-4,1
gugah,-1,1
bertindik,-3,1
drama duka,-4,2
pindah,-3,1
oma,-2,1
penderitaan,-5,1
menugaskan,-1,1
asri,-3,1
borak,-4,1
kepedihan,-5,1
pulak,-2,1
menyunduk,-3,1
rawat,-3,1
buyut,-3,1
tragedi,-5,1
kecek,-3,1
andal,-1,1
kesialan,-5,1
kismat,-2,1
daya muat,-2,2
mengamuk,-5,1
suratan takdir,-3,2
kemalangan,-5,1
kegeruhan,-4,1
iyain,-2,1
dikatain,-3,1
duluan,-2,1
pokoknya,-3,1
daya tampung,-2,2
daya serap,-2,2
kenahasan,-2,1
keberuntungan,-1,1
bahala,-3,1
gerhana,-2,1
sedi,-2,1
bersengaja,-2,1
segitu,-3,1
php,-4,1
fk,-4,1
tendas,-4,1
dikira,-3,1
gabut,-5,1
statis,-3,1
pasif,-3,1
membatu,-2,1
hiatus,-2,1
stagnan,-3,1
membisu,-3,1
membiarkan,-3,1
gasuka,-4,1
lepaskan,-2,1
rasa,-2,1
huhuhu,-2,1
bungkam,-4,1
kosong,-4,1
bajing,-5,1
rasa hati,-2,2
mendiamkan,-3,1
tertegun,-3,1
kaget,-3,1
cabe,-2,1
sugesti,-3,1
kuota,-2,1
lengang,-4,1
tengkulak,-5,1
campakkan,-4,1
syur,-3,1
bersanggama,-2,1
sepi,-3,1
naon,-2,1
berteduh,-2,1
mematung,-3,1
keluarkan,-3,1
memaafkan,-3,1
menutup mulut,-3,2
terperanjat,-3,1
melanyak,-3,1
menghinakan,-5,1
melancarkan,-2,1
menistakan,-5,1
leave,-3,1
melicinkan,-2,1
murah,-2,1
spam,-3,1
mentang,-3,1
kepo,-3,1
tobat,-2,1
mentang-mentang,-4,1
meringankan,-1,1
astagfirullah,-4,1
memudahkan,-1,1
titip api,-1,2
mencebikkan,-3,1
fokus,-2,1
menahankan,-2,1
resistan,-2,1
mengentengkan,-2,1
astaga,-4,1
maapin,-4,1
berat tangan,-4,2
berat hati,-4,2
lembam,-4,1
macem,-2,1
realitas,-3,1
alpa,-3,1
yauda,-4,1
gigit,-2,1
ihhh,-4,1
sorang,-2,1
berat pinggul,-2,2
merasa,-2,1
milih,-2,1
kerubut,-3,1
penyebab,-3,1
kempes,-4,1
bye,-3,1
mengerubungi,-3,1
bertuntun,-2,1
ketauan,-4,1
serah,-3,1
wabah,-5,1
uar-uar,-3,1
wara-wara,-3,1
mengeroyok,-4,1
istirahat,-2,1
gajadi,-3,1
dirimu,-1,1
ati,-1,1
love,-3,1
ngerasa,-2,1
jelus,-2,1
timbalan,-2,1
dajal,-5,1
artistik,-2,1
mukhlis,-2,1
tentangan,-2,1
mbeling,-2,1
rame,-2,1
iri,-4,1
ngeselin,-5,1
ngatain,-5,1
ganjaran,-5,1
junjungan,-2,1
imut-imut,-1,1
seruh,-2,1
lurus hati,-1,2
lari-lari,-2,1
senyum,-1,1
seringai,-4,1
mengganjar,-3,1
panas hati,-5,2
keki,-4,1
jail,-4,1
lemot,-5,1
sayangnya,-3,1
menghukum,-3,1
bukannya,-3,1
disayang,-3,1
memberi,-2,1
membalas,-3,1
gemes,-2,1
sukarela,-2,1
kebiri,-4,1
berprasangka,-3,1
pahala,-1,1
pemudaan,-1,1
mohon,-2,1
terhenti,-3,1
erang,-4,1
manah,-2,1
mabok,-4,1
dipanggil,-1,1
mager,-4,1
kepedulian,-2,1
item,-4,1
rip,-5,1
membandungi,-1,1
haih,-4,1
muda,-2,1
tuhkan,-4,1
memperduakan,-3,1
regenerasi,-2,1
gubrisan,-2,1
pengindahan,-2,1
ribet,-4,1
master,-1,1
iri,-5,1
tetap hati,-1,2
tertanggung,-4,1
diapain,-3,1
kira,-2,1
pelita,-2,1
bernyali,-2,1
tangan panas,-4,2
merugi,-5,1
bernyali besar,-1,2
meninggal,-4,1
ngerjain,-2,1
puntung,-3,1
percuma,-4,1
percaya diri,-1,2
pikir,-2,1
merah,-3,1
nyali besar,-2,2
nekat,-4,1
njir,-3,1
dipaksa,-4,1
pembaiatan,-3,1
satria,-1,1
masak,-2,1
labil,-4,1
goreng,-2,1
antipati,-3,1
kontradiksi,-3,1
apalah,-2,1
ditinggal,-4,1
temenin,-3,1
kerumitan,-5,1
khilaf,-4,1
nihh,-3,1
selidik,-3,1
mewajibkan,-2,1
lagian,-3,1
negasi,-2,1
meh,-5,1
varian,-2,1
semi,-2,1
memperkeruh,-4,1
mencolong,-5,1
kekusutan,-4,1
rudapaksa,-4,1
telaah,-2,1
keruwetan,-4,1
sedihnya,-5,1
teledor,-5,1
hatiku,-2,1
kot,-1,1
terserah,-3,1
terlanjur,-3,1
cakep,-1,1
tergeleng-geleng,-3,1
sepertinya,-2,1
kagak,-3,1
tercengang,-2,1
permenungan,-3,1
cengang,-3,1
mencinta,-1,1
menyesal,-4,1
lumayan,-2,1
matanya,-2,1
berduka,-5,1
atraktif,-2,1
pamer,-3,1
pucat,-4,1
terpesona,-1,1
banjir,-4,1
takjub,-1,1
terpana,-2,1
bah,-3,1
terkesima,-1,1
menakjubkan,-1,1
memukau,-1,1
impas,-3,1
menakjubi,-1,1
bandang,-4,1
terpukau,-1,1
tiada,-5,1
rasisme,-5,1
memesonakan,-1,1
sirik,-5,1
mengherankan,-3,1
bersesal,-4,1
gapernah,-3,1
rapi,-2,1
bertanya-tanya,-3,1
penasaran,-3,1
tulus hati,-1,2
beton,-2,1
menunggui,-3,1
umpan,-3,1
cadas,-3,1
lembek,-4,1
hih,-4,1
menutup,-3,1
korban,-4,1
kurban,-3,1
sikit,-3,1
mengawal,-2,1
peduli,-1,1
bongkah,-2,1
bodoamat,-4,1
rela,-3,1
dengkik,-4,1
takda,-2,1
obat,-3,1
tetua,-2,1
error,-5,1
anugerah,-1,1
dongeng,-1,1
jir,-3,1
impoten,-5,1
kiri,-3,1
perih,-4,1
babi,-4,1
habitat,-2,1
kenang-kenangan,-2,1
reka,-2,1
memejahijaukan,-4,1
persembahan,-2,1
penangguhan,-2,1
penyudah,-2,1
gebetan,-2,1
jutek,-5,1
ajal,-4,1
pengakuan,-3,1
gerombolan,-4,1
ora,-3,1
gatel,-3,1
ketajaman,-2,1
mencuru,-3,1
nongol,-2,1
barzakh,-4,1
menyidangkan,-3,1
pantes,-3,1
ngalah,-3,1
pejabat,-3,1
keganjilan,-4,1
ketidaktentuan,-5,1
menjaraki,-3,1
sad,-4,1
comeback,-2,1
udahan,-4,1
ugh,-4,1
acuh tak acuh,-3,3
next,-2,1
penutup,-3,1
menjenguk,-4,1
cuek,-5,1
sangkut-paut,-4,1
sayup,-3,1
ish,-4,1
doh,-4,1
pantat,-3,1
tebal telinga,-3,2
keanehan,-4,1
mengorek-ngorek,-4,1
diet,-3,1
syedih,-5,1
lugu,-2,1
interaksi,-2,1
berhala,-4,1
kesudahan,-3,1
iih,-5,1
tai,-5,1
kemaknagandaan,-3,1
masa bodoh,-4,2
final,-2,1
dimarahin,-5,1
nyuruh,-3,1
dibales,-3,1
persangkutan,-4,1
kampret,-5,1
beristirahat,-2,1
jin,-3,1
mikirin,-3,1
murtad,-5,1
mogok,-5,1
setan,-4,1
nyebut,-3,1
piye,-3,1
gusur,-5,1
drastis,-4,1
memojokkan,-4,1
mencengangkan,-3,1
penunggu,-2,1
demon,-3,1
durhaka,-5,1
super,-2,1
kesal,-5,1
iblis,-4,1
baperan,-4,1
ngikutin,-2,1
sebentar,-2,1
mengerikan,-4,1
hantu,-4,1
makhluk halus,-4,2
got,-3,1
diam,-3,1
bunuh,-5,1
siluman,-5,1
tumpahan hati,-3,2
momok,-4,1
berantem,-4,1
mangkas,-2,1
belain,-2,1
sundal bolong,-5,2
nahan,-3,1
sian,-3,1
jahil,-4,1
singgah,-2,1
bersekongkol,-4,1
life,-2,1
bidah,-3,1
menantang,-4,1
berselingkuh,-5,1
bergetar,-3,1
bohong,-5,1
classy,-2,1
peristiwa,-2,1
melumatkan,-4,1
insiden,-4,1
oon,-5,1
orok,-3,1
selingkuh,-5,1
nungguin,-2,1
bijih,-3,1
pelosot,-3,1
meremukkan,-4,1
keburu,-3,1
gadai,-3,1
meruntuhkan,-4,1
anjing,-4,1
naena,-2,1
jabang bayi,-3,2
membinasakan,-5,1
berdalih,-4,1
why,-2,1
modus,-3,1
waduh,-3,1
cuti,-2,1
bobrok,-5,1
tidurin,-2,1
cariin,-2,1
mengandut,-3,1
berdengung,-3,1
bakar,-3,1
mengganyang,-4,1
merusakkan,-4,1
menyelusur,-3,1
berkonspirasi,-4,1
kurus,-3,1
berantak,-4,1
bully,-5,1
berkomplot,-4,1
kejadian,-2,1
ngomongin,-3,1
stalk,-4,1
meruntuh,-4,1
jeriji,-4,1
memasuki,-3,1
sange,-5,1
berkongkalikong,-4,1
serong,-4,1
makian,-5,1
cemong,-4,1
kerasan,-2,1
kekurangan,-3,1
lilit,-3,1
hinaan,-5,1
penghinaan,-5,1
kurung,-3,1
mengecilkan,-3,1
cemooh,-5,1
malu,-4,1
mengumpat,-4,1
terabai,-3,1
mencemooh,-5,1
merem,-2,1
lock,-2,1
melecehkan,-5,1
kelemahan,-4,1
kejelekan,-5,1
ngilang,-3,1
berkerak,-2,1
kedaifan,-3,1
kehinaan keaiban,-4,2
kontras,-3,1
mengejek,-4,1
perang,-3,1
perundungan,-4,1
marahin,-4,1
berkelakar,-4,1
menyakiti,-5,1
penyepelean,-4,1
pait,-4,1
ngertiin,-3,1
kecabulan,-5,1
menjijikkan,-5,1
tuak,-3,1
tauu,-3,1
perbedaan,-2,1
terhina direndahkan,-3,2
menista,-4,1
memburukkan,-5,1
kroco,-4,1
mencela,-5,1
menyindir,-4,1
kebusukan,-5,1
kumuh,-4,1
terpalit-palit,-3,1
tersinggung,-5,1
terbesit,-2,1
bercengkerama,-2,1
bercumbu-cumbu,-3,1
cemeeh,-4,1
sekadar,-3,1
bernoda,-4,1
kebejatan,-5,1
mencibir,-5,1
terbiar,-3,1
rasa malu,-4,2
berolok-olok,-4,1
disakiti,-5,1
membenci,-5,1
berulah,-4,1
kekejian,-5,1
menggampangkan,-3,1
gausa,-3,1
kebobrokan,-4,1
nyebelin,-4,1
bermain-main,-2,1
bercumbuan,-3,1
cercaan,-4,1
mendaifkan,-4,1
ldr,-2,1
menangis,-5,1
genit,-3,1
mengerik,-3,1
lemes,-3,1
jahad,-4,1
taraf,-2,1
monyet,-3,1
astaghfirullah,-3,1
keletihan,-3,1
ketiduran,-3,1
gapaham,-4,1
capek,-4,1
kelamaan,-4,1
punah,-4,1
lesu,-4,1
ketinggalan,-3,1
apasi,-3,1
mampus,-5,1
keramat,-3,1
campur aduk,-2,2
ricuh,-4,1
soms,-4,1
stress,-5,1
kemayu,-3,1
mencangkum,-3,1
berlama-lama,-2,1
diginiin,-3,1
sihh,-2,1
yakali,-3,1
sakral,-2,1
ngenes,-4,1
bertendensi,-3,1
